month	price
2025-01-01	4.993810256377765
2025-02-01	4.538182624405088
2025-03-01	4.141834573028833
2025-04-01	3.744857938573313
2025-05-01	3.3583789008530966
2025-06-01	2.987704637280153
2025-07-01	3.087276160069949
2025-08-01	3.4038487396621195
2025-09-01	3.7177554806725475
2025-10-01	3.941381728976108
2025-11-01	4.360927628518266
2025-12-01	4.767606150480973
