month	price
2024-01-01	5.0761947439781965
2024-02-01	4.764978740670135
2024-03-01	4.202669607755349
2024-04-01	4.050170116534805
2024-05-01	3.7704000648467364
2024-06-01	3.501450553273995
2024-07-01	3.429098493768896
2024-08-01	3.745485296698993
2024-09-01	3.9422338280931317
2024-10-01	3.934527342160089
2024-11-01	4.01722372888998
2024-12-01	4.495284723966059
